0,0,0
4,10,10
19,19,34
40,38,131
10,17,17
12,1,15
14,14,17
3,2,2
8,18,18
25,49,51
4,4,6
6,6,15
3,4,5
3,4,4
3,7,7
1699120364,2,2
1699120441,2,2
1699120514,2,2
1699120563,2,2
1699120566,1,2
1699120590,2,2
1699120593,1,2
1699120608,2,2
1699120610,1,2
1699120700,2,2
1699120701,1,2
1699120756,2,2
1699120757,1,2
1699120823,2,2
1699120823,1,2
